name,keywords
阿嬤的廚房,"['米粉', '豬腳', '味道', '芋頭', '肉質', '一點', '推薦', '食材', '阿嬤家', '金瓜']"
Gamins稚時,"['餐點', '餐廳', '建議', '預訂', '烤餅', '甜點', '因為', '份量', '用餐', '無法']"
山容水意食堂,[]
珠牛一家,"['排骨', '油豆腐', '勸濟堂', '超級', '步道', '非常', '肉絲', '炒飯', '不會', '推薦']"
海園活海鮮餐廳,"['新鮮', '菜色', '現場', '海鮮', '沒有', '沙公', '停車場', '點餐', '推薦', '餐廳']"
麥香屋早午餐店,"['花枝', '蛋餅', '有點', '鼻頭角', '三明治', '早餐', '點了', '菜單', '感覺', '份量']"
ORMER鮑餐廳,"['鮑魚', '小卷', '墨魚', '特色菜', '三道', '干貝鮮', '調味', '喜歡', '海鮮', '印錯']"
阿春姨五十年古早味老店,"['米粉', '小卷', '步道', '石花', '親切', '用餐', '鼻頭角', '體是', '湯頭', '顏色']"
新味小吃,"['自助餐', '對面', '不過', '老司機', '20', '龍洞', '浮潛', '一個', '因為', '風景']"
67 不一樣,"['海鮮', '新鮮', '米粉', '石花', '不錯', '香酥', '三鮮', '蠻不錯', '料多', '有點']"
鼻頭阿珠老店活海鮮,"['點菜', '石花', '冬瓜', '餐廳', '因為', '態度', '沒有', '推薦', '真的', '覺得']"
建豐8號-鼻頭港小吃店,"['米粉', '小卷', '美味', '湯頭', '鮮甜', '起來', '漁港', '風光', '涼拌', '魚肉']"
海之鄉漁港小吃,"['佛心', '小館', '綜合', '140', '料多實', 'nCP', '也夠', '真材', '實料', '路過']"
龍洞現流小吃店（請先來電確認是否有營業）,"['...', '簡單', '100', '烹調', '新鮮', '海鮮', '九孔', '沒有', '店外', '清淡']"
鼻頭角食堂,"['鼻頭角', '海鮮', 'yoko', '食堂', '旅行', '海菜', '潛水帶', '時候', '潛完', '點合菜']"
鼻頭港母女小吃店,"['米粉', '喜歡', '油蔥', '湯頭', '起來', '點了', '店家', '味道', '很多', '冬粉']"
鼻頭角服務區1號 張李秀花,"['海菜', '邊看', '海鮮', '服務區', '號店', '100', '停車場', '招待', '海苔', '九孔']"
港邊仔現撈海鮮麵,"['海鮮', '米粉', '150', '冷氣', '小卷', '涼拌', '用料', '平價', '沒有', '烏龍']"
幸福小站(冰涼天然的石花凍飲料),"['石花', '好喝', '沒有', '親切', '非常', '用心', '天然', '空瓶', '檸檬汁', '熱情']"
海味小吃鋪,"['海鮮', '新鮮', '米粉', '裡的', '湯頭', '肉片', '完山', '準備', '發現', '新鮮小卷']"
海之鄉 本港海鮮,"['米粉', '白帶魚', '推薦', '綜合', '九孔', '帶魚', '小卷', '芋頭', '140', '三小塊']"
鼻頭角服務區3號,"['米粉', '號攤位', '假日', '新鮮', '車位', '價格', '實惠', '湯是', 'n1', '號的']"
鼻頭的午茶時光,"['裡面', '他們', '因為', '魚缸', '裝潢', '女兒', '外面', '非常', '一個', '建議']"
只賣夏天summeronly(秋冬已暫停營業),"['海鮮', '店家', '鮑魚', '烏龍', '餐點', '冰淇淋', '唐揚', '回訪', '很棒', '享受']"
礦工剉冰,"['豆花', '沒有', '對面', '一個', '50', '芋圓', '結果', '還有', '特別', '花生']"
阿芬的店,"['豆花', 'had', 'taro', 'balls', 'dessert', 'good', '經典', '沒有', '芋圓', '店員態度']"
金瓜石土雞城,"['還有', '口味', '冬粉', '記得', '超香', '推薦', '金瓜石', '食材', '新鮮', '經營']"
鳳香豆腐,"['辣椒', '新鮮', '有夠', 'delicious', 'cost', '60', 'will', 'come', 'again', '多汁']"
Chillax Coffee 邱勒斯咖啡,[]
白楊樹 Cafe Björk林口店,"['大利', '薄餅', '不會', '感覺', '好喝', '牛小排', '白醬', '推薦', 'XO', '起司']"
法蘭西早午餐,"['餐點', '用心', '親切', '五股', '午餐', '美味', '早餐', '太合', '吃得出', '奶精']"
Mes Amis 好朋友歐式餐酒館｜義大利麵Pasta｜燉飯Risotto ｜排餐Steak ｜下午茶afternoon｜餐廳 Restaurant,"['海鮮', '不錯', '味道', '墨魚', '風味', '提拉', '口感', '因為', '還不錯', '不過']"
麥當勞-林口中山餐廳,"['用餐', '點餐', '紙袋', '選擇', '新人', '旁邊', '一樣', '一個', '出餐', '分鐘']"
麥當勞-五股成泰餐廳,"['消費', '沒有', '請問', '天婦', '五股', '座位', '安格斯', '很小', '四杯', '113']"
蔡家排骨,"['白飯', '紅茶', '店內', '排骨', '配菜', '內用', '回血', '辣蘿', '這個', '控肉']"
滝鐵板燒,"['口感', '主廚', '給予', '服務員', '整體', '料理', '部份', '厚重', '搭配', '導致']"
吃 鐵板燒,"['紅茶', '用餐', '食材', '體驗', '飲料', '美味', '鐵板燒', '點了', '干貝', '海蝦']"
萬佳鄉早餐,"['五花', '系列', '還想試', '試別', '超道', '超好', '超棒', '乾淨', '醬油換', '奶茶']"
學生餐廳,"['學餐', '60', '70', '兩口', '口味', '如一日', '變化', '萬年', '高麗菜', '統治']"
定食8 林口店 |林口平價美食|生魚片丼飯|日式料理|日式炸蝦丼|爭鮮餐飲集團,"['感覺', '沒有', '因為', '粒粒', '前來', '白飯', '新鮮', '特選', '分明', '名款']"
伙食餐館 - 涼麵、拌麵專賣店,"['覺得', '口味', '他們', '蛋花', '有點', '整體', '不錯', '小黃瓜', '感覺', '雙醬']"
Gino Pizza Napoletana 新莊中原店,"['服務生', '上桌', '提醒', '餐點', '...', '披薩', '用餐', '客人', '蕃茄', '一個']"
哈波尼司義麵坊,"['大利', '餐點', '不錯', '豬排', '價格', '濃湯', '還不錯', '奶油', '下次', '味道']"
Gino Pizza Napoletana 蘆洲店,"['超級', '披薩', '沒有', '一個', '熱情', '內用', '風格', '總店', '點了', '塔起司']"
IKEA 瑞典餐廳 新莊店,"['肉丸', '蛋糕', '烤肉', '用餐', '家長', '餐點', '起司', '炸雞', '不錯', '座位']"
鏊屋 串燒/壽司/酒場-蘆洲店,"['明太子', '感覺', '餐點', '因為', 'XD', '不會', '進來', '時候', '兩張', '必點']"
日拾居-蘆洲美食宵夜-拉麵-丼飯-餐廳-咖哩飯-烏龍麵-烤物-酒水,"['咖哩', '炸物', '80', '他們', '日式', '花枝', '太油', '不錯', '不會', '特別']"
R2義麵小棧蘆洲店,"['推薦', '搭配', '排餐', '牛排', '豬排', '青醬', '濃湯', '不錯', '大利', '吐司']"
快快丼食堂,"['餐點', '咖喱', '服務', '親切', '國寶茶', '醬汁', '一人', '美味', '刻得', '距關']"
好饗食Brunch & Pasta,"['青醬', '用餐', '不錯', '感覺', '午餐', '店內', '大利', '喜歡', '濃湯', '親子']"
幸福小鎮的聚惠廚房丼飯,"['感覺', '唐揚', '麻辣', '牛肉', '配菜', '醬料', '餐點', '香氣', '因為', '綠色']"
川之流精緻涮涮鍋蘆洲店,"['火烤', '自助', '火鍋', '還有', '火鍋料', '無限', '兩吃', '食材', '真的', '佛心']"
GOZEN Japanese Cuisine & Bar,"['餐點', '刺身', '腿肉', '明太子', '有夠', '有點', '綜合', '烏龍', '松阪豬', '辣醬']"
樂漢堡美式餐廳(新北新莊店) LOVSS BURGER,"['漢堡', '新莊', '份量', '美食', '牛肉', '飲料', 'BBQ', '感覺', '稍微', '美式']"
麥當勞-泰山泰林店,"['薯條', '不會', '整個', '奶茶', '真的', '濃湯', '不熱', '還沒有', '夾鹽', '店員在櫃']"
邵湘湘牛肉麵,"['牛肉', '一般般', '口味', '還不錯', '開幕', '整齊', '還有', '覺得', '今天', '用餐']"
享受食光,"['店家', '料理', '用心', '炸物', '濃郁', '洋蔥圈', '環境', '外帶', '味道', '套餐']"
川香匯四川特色烤魚、酸辣粉、水煮牛肉,"['烤魚', '酸菜', '麻辣', '花椒', '牛肉', '吃過', '酸辣粉', '終於來', '點了', '紅油']"
梧嘉食堂,"['餐點', '相當', '餐廳', '什麼', '主餐', '多元', '用餐', '配菜', '走錯', '時間']"
神居居酒屋,"['居酒', '小酌', '酒水', '20', '路過', '適合', '沒有', '平價', '店內', '氣氛']"
福F Pasta-新莊推薦餐廳 新莊推薦美食 新莊義大利麵 新莊restaurant 幸福路美食 幸福路餐廳,"['青醬', '覺得', '大利', '套餐', '味道', '墨魚', '推薦', '薯條', '濃湯', '蛤蠣']"
甲鼎川菜館,"['味道', '銀絲卷', '不會', '喜歡', '必點', '一整', '牛柳', '不錯', '餐廳', '相當']"
錢都日式涮涮鍋-新莊中華店 CHIEN TU HOT POT,"['草莓', '譚店', '不錯', '醬料', '選肉盤', '菜盤', '幾點', '特別', '貢丸', '霜淇淋']"
樂崎火鍋-新莊店,"['不錯', '紅豆湯', '餐點', '評論', '口感', '火鍋店', '相當', '適合', '白飯', '覺得']"
thai cuisine泰式料理,"['泰式', '芒果', '酸辣', '真的', '糯米', '拋豬', '環境', '騎樓', '冷氣', '湯河粉']"
寶證好記海鮮餐廳,"['真的', '安康', '料理', '適合', '鱈魚', '食材', '新鮮', '還有', '再訪', '推薦']"
麥當勞-三重三和餐廳（設有得來速）,"['一樣', 'XD', '問題', '領餐', '號碼', '服務', '送到', '不用', '美味', '手上']"
極禾優質鍋物-蘆洲店,"['火鍋店', '湯頭', '這間', '店家', '湯底', '霜淇淋', '同事', '火鍋', '因為', '時間']"
天鍋宴蘆洲店,"['海鮮', '新鮮', '環境', '自助', '當月壽星', '食材', '還有', '11', '用餐', '生日']"
螢河義麵坊(蘆洲店),"['大利', '濃湯', '南瓜', '相當', '飲料', '適中', '蛤蜊', '店家', '美味', '清炒']"
麥當勞-台北中央餐廳,"['漢堡', '發現', '這裡', '一塊', 'n2024', '00', '點了', '大麥克', '餐點', '點餐']"
麥當勞-蘆洲長榮餐廳（設有得來速）,"['薯條', '滿福堡', '保冷袋', '這種', '牛肉', '玉米', '熊貓點', '麥當', '勞外', '一點']"
哥一碗牛肉麵,"['牛肉', '浪費', '評論', '一樣', '焦味', '食物', '湯分', '開包', '變成', '爛拌']"
肉老大頂級肉品涮涮鍋-淡水竹圍店,"['服務', '醬料', '新鮮', '麻辣', '打卡', '主動', '加湯', '火鍋', '菜盤', '親切']"
東大熱炒餐廳,"['口味', '新鮮', '真的', '店家', '不會', '高麗菜', '五香', '酥脆', '道菜', '牛蒡']"
碧娥越南小吃店,"['河粉', '牛肉', '起來', '雞肉', '110', '一點', '生春', '不會', '炸春', '整體']"
定食8 江翠店⎜日式定食 午間定食 ⎜台北江子翠捷運平價美食,"['品項', '不過', '沒有', '定食', '應該', '單上', '起來', '有點', '香氣', '比較']"
皇家香港茶餐廳,"['牛河', '咖哩', '港式', '魚蛋', '豬排', '腐皮', '法蘭西', '多士', '餐點', '幾次']"
春野新派川菜-板橋美食 板橋餐廳 板橋必吃 板橋川菜 板橋聚餐 板橋restaurant 板橋年菜,"['餐點', '沒有', '建議', '白肉', '覺得', '因為', '員工', '餐廳', '體驗', '這間']"
Cheers 乾杯吧 Linkou,"['餐廳', 'Cheers', '乾杯', '用餐', '美食', '他們', '沙拉', '墨西哥', '口味', '不會']"
吉比鮮釀餐廳 - 林口店,"['用餐', '適合', '套餐', '餐點', '品嚐', '菜單', '雙人', '單點', '胡利', '幾乎']"
老四川巴蜀麻辣燙-林口店,"['林口', '服務', '鍋底', '血豆腐', '150', '白飯', '飲料', '吃過', '消費', '新鮮']"
Eat enjoy 意享美式廚房林口三井店 聖誕節聚餐 跨年聚餐 外帶美食 外送美食 林口美食 千層蛋糕 三井美食 美式餐廳 寵物友善,"['千層', '沙拉', '大利', '餐廳', '濃郁', '餐點', '甜點', '林口', '提拉', '奶酒']"
打鹿岸原住民人文主題餐廳《林口店》,"['原住民', '餐廳', '壽星', '氣氛', '還有', '餐點', '駐唱', '裝潢', '價格', '還不錯']"
茂伯海南雞飯,"['海南', '雞飯', '雞肉', '包裝', '咖哩', '醬料', '剛剛', '感覺', '不錯', '覺得']"
Snail蝸牛義大利餐廳 林口昕境店,"['寒天', '檸檬', '380', '服務', '奶酪', '用餐', '蛋糕', '牛肝菌', '環境', '評論']"
福臨餐廳,"['不過', '高麗菜', '回鍋油', '大餐', '上火', '鳳梨蝦', '球炸粉', '特厚', '裡面', '蝦子']"
享義,"['餐點', '喜歡', '那種', '口味', '價錢', '實惠', '氣氛', '適合', '地點', '環境']"
大排檔居酒屋（南山店）佳園復古餐廳,"['100', '不錯', '小菜', '店家', '用餐', '分享', '包箱', '三合院', '踏進', '店員']"
福城晶英片皮鴨專賣菜館,[]
台灣山豬城,"['餐點', '還有', '炒山', '豬肉', '特別', '推薦', '苦瓜', '招待', '這次', '沒有']"
151高地,"['飛機', '夜景', '看到', '桃園', '機場', '餐點', '可以', '停車場', '沒有', '餐廳']"
吉米廚房（機捷山鼻站）,"['環境', '餐點', '對面', '夏威夷', '可以', '酸酸甜甜', '140', 'pizza', '100', '比較']"
人文景觀餐廳,"['不錯', '餐廳', '口味', '打電話', '預約', '春節', '可以', '胃口', '埃及', '旗竿']"
阿輝山有機農莊#正宗阿嬤土雞#客家料理#中式快炒#林口美食,"['芋頭', '中卷', '環境', '非常', '不論', '仔雞', '鮮嫩', '什錦', '湯湯頭', '鮮美']"
阿湘小吃店,"['色香味', '不全']"
嗨！小巷中,[]
巷內小館,"['菜色', '金沙', '還不錯', '一點', '蛤蜊', '份量', '豆腐', '點了', '塔香', '很新鮮']"
田莊中式早餐店,"['兩顆', '千萬別', '單顆', '分開裝', '30', '變成', '40', '厲害', '一個', '分裝袋']"
洪家 涼麵 味增湯,"['越嚼', '順口', '加辣', '過癮', '名單', '超級', '入味', '清爽', '口袋', '值得']"
水甜食坊,"['不錯', '桌菜', '聚餐', '非常', '適合', '免費', '菜色', '原班', '脆皮', '團體']"
麥味登 蘆竹南山店,"['點餐', '時間', '餐點', '出餐', '取餐', '環境', '乾淨', '給予', '網路', '桌號']"
池上便當,[]
向日葵餐坊冷飲,[]
鮮味醇餐廳,"['料理', '胡椒', '豬腳', '再來', '雖然', '新鮮', '可以', '用心', '很多', '糖醋排骨']"
ABV Bar & Kitchen 地中海餐酒館 精釀啤酒餐廳 林口旗艦店 地中海料理 西班牙料理 義式料理 精釀啤 酒 聚餐春酒尾牙,"['啤酒', '布丁', '因為', '服務', '餐點', '海鮮燉', '蛋糕', '味道', '巧克力', '搭配']"
MOM義式餐廳 kitchen and plant,"['大利', '餐點', '服務', '口味', '骰子', '不錯', '對面', '停車場', '100', '飲料']"
AMBER HILL 教父牛排餐飲,"['牛排', '非常', '每個', '整體', '開心', '服務人員', '搭配', '餐廳', '推薦', '特別']"
女神13 地中海飲食 減脂低卡好油,"['燒肉', '便當', '20', '有點', '配菜', '回訪', '99', '元漲', '變成', '雞腿']"
錢都日式涮涮鍋-林口仁愛店,"['冰淇淋', '服務', '因為', '不會', '規中矩', '火鍋店', '綠豆湯', '排隊', '建議', '餐廳']"
凱撒披薩 Caesar's pizza 北投店-台北北投美式餐廳/披薩/炸雞/啤酒 派對/聚餐/球賽轉播/慶生/包場 2024必吃人氣餐廳 異國料理訂位推薦 PTT Dcard,"['pizza', '起司', '薯條', '貼心', '餅皮', '炸雞', '兩次', '優秀', '喜歡', '超級']"
Ton Up Cafe 英倫復古餐廳,"['牛排', '濃湯', '沙拉', '整體', '不錯', '一點', '價位', '豬腳', '套餐', '生菜']"
帝王食補 淡水店,"['湯頭', '你們', '外面', '推薦', '濃郁', '還有', '店裡', '那桌', '裡面', '店家']"
李讚羹。鮮拉麵,"['常看到', '不虛', '肉羹', '滿足', '極大', '生魷魚', '綜合', '鮮拉', '認真', '經營']"
海堤竹筍餐廳,"['餐廳', '用餐', '開車', '因為', '起來', '乾淨', '合菜', '沒有', '這樣', '食材']"
九湯屋日式拉麵-淡水竹圍店,"['平價', '小菜', '湯頭', '有點', '隨便', '停車', '日式', '好喝', '店家', '超爽']"
粟厝牛肉麵,"['牛肉', '老店', '因為', '不錯', '軟嫩', '不會', '環境', '這裡', '湯頭', '時代']"
櫻五鐵板燒-關渡店,"['牛小排', '一樣', '主餐', '食材', '三鮮', '師傅', '不錯', '高麗菜', '雞腿', '味道']"
林家排骨,"['雞排', '排骨', '125', '經過', '品質', '粉皮', '脆皮', '配菜', '香酥', '但肉']"
燒酒狸居食屋,"['居酒', '價格', '感覺', '服務', '口味', '調味', '兩人', '日式', '上菜', '用餐']"
家傳牛肉麵,"['牛肉', '起來', '喜歡', '太油', '配菜', '還不錯', '內用', '空間夠', '相當', '乾淨']"
老漁村餐廳,"['味道', '用餐', '茄子', '點了', '一盤', '新鮮', '有點', '環境', '乾淨', '內用']"
星馬海南雞飯,"['雞飯', '海南', '西米露', '環境', '青菜', '咖喱', '一點', '旁邊', '他們', '還有']"
蔦燒日式居酒屋-竹圍店,"['明太子', '推薦', '適合', '份量', '酒屋', '串燒', '料理', '茄子', '軟嫩', '必點']"
真食。手作 餐廳,"['餐廳', '餐點', '蘆筍', '套餐', '招待', '非常', '體驗', '干貝', '軟殼', 'ok']"
Thai Town Cuisine Tamsui Branch,"['料理', '瓦城', '因為', '時間', '12', '淡水', '用餐', '欣賞', '捷運站', '蝦餅']"
日式鍋神涮涮鍋,"['東西', '海鮮', '進去', '兩鍋', '火鍋', '炸物店', '雞排', '隱藏', '屁股', '牛肉']"
胖瘦vs高梁香腸（八里店）,"['香腸', '大腸', '包小腸', '米腸', '蒜頭', '加菜', '高粱酒', '一定', '點了', '偏甜']"
天町燒肉屋-淡水店,"['飲料', '泡菜', '海苔', '這邊', '餐點', '燒烤', '雞湯', '果醋', '白飯', '生菜']"
梁社漢排骨-淡水淡海店,"['排骨', '配菜', '店員', '一個', '不錯', '品質', '份量', '口味', '秋葵', '裝潢']"
二哥辣子雞,"['特別', '特色菜', '羊肉串', '起來', '試試', '辣子', '羊肉', '豆腐', '焦香', '雞鍋']"
The Mesh Kitchen 西餐廳 八里福朋喜來登酒店,"['不錯', '還有', '牛肉', '用餐', '味道', '環境', '種類', '還不錯', '自助餐', '沒有']"
貝殼餐廳,"['餐廳', '參加', '貝殼', '氣氛', '餐點', '服務', '不錯', '很棒', '婚宴', '喜酒']"
碧瑤山莊庭園餐廳,"['包廂', '不過', '有點', '座位', '戶外', '不會', '訂位', '環境', '天氣', '...']"
鴻興土雞城-（下）鴻興,"['狀態', '口味', '親切', '餐點', '味素', '沙茶', '每道菜', '牛柳', '整體', '環境']"
芭達桑原住民主題餐廳,"['餐廳', '份量', '適合', '這天', '慶生', '點了', '炒飯', '推薦', '聚餐', '八里']"
